q_id,question_stem,img,correct,option1,option2,option3,option4,,
sectionbteam3.csv/4_2,Identifying differences of transportation options (Easier selection/to choose what to ride),sectionbteam3/image13.jpeg,4,Do you find yourself needing different transportation options depending on the weather (ie. Rainy/snow vs a sunny day),Have you ever had uncomfortable experience waiting for transportation?,Do you experience frustration when you input information into transportation options each time you use them?,Do you experience difficulty identifying differences among various transportation options?,,
sectionbteam3.csv/4_1,Identifying differences of transportation options (Easier selection/to choose what to ride),sectionbteam3/image12.jpeg,4,Have you ever had uncomfortable experience waiting for transportation?,Do you experience frustration when you input information into transportation options each time you use them?,Have you ever felt like you never really had the opportunity to learn about the transportation options?,Do you experience difficulty finding information about differences of transportation service?,,
sectionbteam3.csv/3_3,Providing transportation option learning opportunities in,sectionbteam3/image11.jpeg,1,Have you ever needed your transportation questions answered?,Have you ever missed a shuttle because you couldn't find all the information you needed from one resource?,Have you ever experienced feeling your waiting experience meaningless?,Have you ever had uncomfortable experience waiting for transportation?,,
sectionbteam3.csv/3_2,Providing transportation option learning opportunities in,sectionbteam3/image10.jpeg,4,Have you ever gone to the airport in the dark? dd you take steps to ensure your safety?,"Have you ever wanted to make conversation with the CMU shuttle driver, but didn't because you didn't want to bother him?",Have you ever tried to find out which stop you are approaching during the ride? Would you like to know that at all times while on the shuttle?,Have you ever wanted to learn about the shuttle experience first hand during orientation week?,,
sectionbteam3.csv/3_1,Providing transportation option learning opportunities in,sectionbteam3/image9.jpeg,1,Have you ever felt like you never really had the opportunity to learn about the transportation options?,Have you ever been on the 28x bus but constantly carried the luggage with you? wouldn't you like your long journey to the airport to be much more comfortable?,Have you ever gone to the airport in the dark? dd you take steps to ensure your safety?,Have you ever tried to find out which stop you are approaching during the ride? Would you like to know that at all times while on the shuttle?,,
sectionbteam3.csv/2_3,Having more confidence in how to ride the shuttle when boarding,sectionbteam3/image8.jpeg,2,Have you ever gone to the airport in the dark? dd you take steps to ensure your safety?,"Have you ever tried using the shuttle service, but weren't really confident enough to actually take it? do you think going on the shuttle once with a group would make you more likely to ride shuttles in the future?",Have you ever tried to find out which stop you are approaching during the ride? Would you like to know that at all times while on the shuttle?,Have you ever been on the 28x bus but constantly carried the luggage with you? wouldn't you like your long journey to the airport to be much more comfortable?,,
sectionbteam3.csv/2_2,Having more confidence in how to ride the shuttle when boarding,sectionbteam3/image7.jpeg,1,"Have you ever tried using the shuttle service, but while doing so had trouble figuring out which is the best route to take? would you like a better way to find a way to find the best route, so that you could be confident with the results you find?",Have you ever tried to find out which stop you are approaching during the ride? Would you like to know that at all times while on the shuttle?,Have you ever been on the 28x bus but constantly carried the luggage with you? wouldn't you like your long journey to the airport to be much more comfortable?,Have you ever gone to the airport in the dark? dd you take steps to ensure your safety?,,
sectionbteam3.csv/2_1,Having more confidence in how to ride the shuttle when boarding,sectionbteam3/image6.jpeg,3,Have you ever been on the 28x bus but constantly carried the luggage with you? wouldn't you like your long journey to the airport to be much more comfortable?,Have you ever tried to find out which stop you are approaching during the ride? Would you like to know that at all times while on the shuttle?,"Have you ever tried using the shuttle service, but while doing so had trouble figuring out which is the best route to take? would you like a better way to find a way to find the best route, so that you could be confident with the results you find?",Have you ever gone to the airport in the dark? dd you take steps to ensure your safety?,,
sectionbteam3.csv/1_3,More personalized information on transportation options,sectionbteam3/image5.jpeg,1,Have you ever struggle with learning about shuttle route and stops? have you ever wonder whether cmu could just recommend a shuttle stop for you after entering your location?,Have you ever waited at a shuttle stop longer than it would take you to walk?,Have you ever realized last minute that you're running late? how did you take steps to make sure you made your flight on time?,Have you ever missed a shuttle because you couldn't find all the information you needed from one resource?,,
sectionbteam3.csv/1_2,More personalized information on transportation options,sectionbteam3/image4.jpeg,3,Have you ever tried to find out which stop you are approaching during the ride? Would you like to know that at all times while on the shuttle?,"Have you ever tried using the shuttle service, but while doing so had trouble figuring out which is the best route to take? would you like a better way to find a way to find the best route, so that you could be confident with the results you find?",Do you want to check shuttle routes and information directly at the shutle stop? have you ever just want to walk to the shuttle stop and find the shuttle stop near your home?,Have you ever waited at a shuttle stop longer than it would take you to walk?,,
sectionbteam3.csv/1_1,More personalized information on shuttle service,sectionbteam3/image3.jpeg,2,"Have you ever tried using the shuttle service, but while doing so had trouble figuring out which is the best route to take? would you like a better way to find a way to find the best route, so that you could be confident with the results you find?",Have you ever search for a shuttle route and stop near your home? would you ever want to just search your destination and get the results?,Have you ever waited at a shuttle stop longer than it would take you to walk?,Have you ever gone to the airport in the dark? dd you take steps to ensure your safety?,,
sectionbteam4.csv/5_3,Need Riders need to know the current capacity of the buses to make better decisions.,sectionbteam4/image17.jpeg,4,Have you ever tried to find out which stop you are approaching during the ride? Would you like to know that at all times while on the shuttle?,Have you ever gone to the airport in the dark? dd you take steps to ensure your safety?,"Have you ever wanted to make conversation with the CMU shuttle driver, but didn't because you didn't want to bother him?","Question Have you ever wanted to take the shuttle with multiple friends, and wondered if there are enough seats to sit together in?",,
sectionbteam4.csv/5_2,Riders need to know the current capacity of the buses to make better decisions.,sectionbteam4/image16.jpeg,2,Have you ever gone to the airport in the dark? dd you take steps to ensure your safety?,"Have you ever wanted to take the shuttle with multiple friends, and wondered if there are enough seats to sit together in? ",Have you ever tried to find out which stop you are approaching during the ride? Would you like to know that at all times while on the shuttle?,"Have you ever wanted to make conversation with the CMU shuttle driver, but didn't because you didn't want to bother him?",,
sectionbteam4.csv/5_1,Riders need to know the current capacity of the buses to make better decisions.,sectionbteam4/image15.jpeg,3,Have you ever arrived at the bus station and waited a bus for a long time that you think is too long or unnecessary?,Have you ever had to check your phone constantly for bus arrival time?,Did you ever wait for a bus only to find out the bus skips your stop because it was full? ,"Have you ever tried using the shuttle service, but while doing so had trouble figuring out which is the best route to take? would you like a better way to find a way to find the best route, so that you could be confident with the results you find?",,
sectionbteam4.csv/4_3,Riders want to plan a trip for a specific time and purpose in the future.,sectionbteam4/image14.jpeg,2,Have you ever arrived at the bus station and waited a bus for a long time that you think is too long or unnecessary?,Do you ever feel uneasy or unsure of your experience riding the shuttle or bus in a new place? ,Did you ever wait for a bus only to find out the bus skips your stop because it was full? ,Have you ever search for a shuttle route and stop near your home? would you ever want to just search your destination and get the results?,,
sectionbteam4.csv/4_2,Riders want to plan a trip for a specific time and purpose in the future.,sectionbteam4/image13.jpeg,1,Do you follow or would like to create/stick to a travel routine that you can follow?,Have you ever tried to find out which stop you are approaching during the ride? Would you like to know that at all times while on the shuttle?,"Have you ever tried using the shuttle service, but while doing so had trouble figuring out which is the best route to take? would you like a better way to find a way to find the best route, so that you could be confident with the results you find?",Have you ever waited at a shuttle stop longer than it would take you to walk?,,
sectionbteam4.csv/4_1,Riders want to plan a trip for a specific time and purpose in the future.,sectionbteam4/image12.jpeg,2,"Have you ever planned when you'll take the bus/shuttle from campus, and at the last minute, the arrival time changes unexpectedly?","What kinds of information (time, weather conditions, traffic, etc.) do you consider or find useful while planning a trip for later in the day/the future? ",Do you find yourself needing different transportation options depending on the weather (ie. Rainy/snow vs a sunny day),"Have you ever tried using the shuttle service, but while doing so had trouble figuring out which is the best route to take? would you like a better way to find a way to find the best route, so that you could be confident with the results you find?",,
sectionbteam4.csv/3_3,Riders want to know the waiting time for their shuttle in order to determine which transportation method to use. ,sectionbteam4/image11.jpeg,2,Have you ever gone to the airport in the dark? dd you take steps to ensure your safety?,Have you ever waited for the shuttle longer due to unexpected situations?,Have you ever felt like you never really had the opportunity to learn about the transportation options?,Have you ever tried to find out which stop you are approaching during the ride? Would you like to know that at all times while on the shuttle?,,
sectionbteam4.csv/3_2,Riders want to know the waiting time for their shuttle in order to determine which transportation method to use. ,sectionbteam4/image10.jpeg,4,"Have you ever wanted to make conversation with the CMU shuttle driver, but didn't because you didn't want to bother him?",Have you ever tried to find out which stop you are approaching during the ride? Would you like to know that at all times while on the shuttle?,Have you ever gone to the airport in the dark? dd you take steps to ensure your safety?,Have you ever wanted to know when exactly to go to the shuttle stop?,,
sectionbteam4.csv/3_1,Riders want to know the waiting time for their shuttle in order to determine which transportation method to use.,sectionbteam4/image9.jpeg,4,Have you ever tried to find out which stop you are approaching during the ride? Would you like to know that at all times while on the shuttle?,Have you ever search for a shuttle route and stop near your home? would you ever want to just search your destination and get the results?,Have you ever missed a shuttle because you couldn't find all the information you needed from one resource?,Have you ever waited at a shuttle stop longer than it would take you to walk?,,
sectionbteam4.csv/2_3,Riders need a reliable centralized channel with all shuttle information,sectionbteam4/image8.jpeg,1,Have you ever been unable to obtain comprehensive shuttle information because of a breakdown in one resource?,Have you ever felt like yoou needed to use a diffeerent transportation method in the morning compared to a transpoortation method used at night?,Have you ever wanted to be a more organized person and become more in control of your daily transportation experience?,Have you ever waited at a shuttle stop longer than it would take you to walk?,,
sectionbteam4.csv/2_2,Riders need a reliable centralized channel with all shuttle information,sectionbteam4/image7.jpeg,1,Have you ever conducted a multi-channel research on the shuttle service but was still unable to get all the information you needed?,Have you ever tried to find out which stop you are approaching during the ride? Would you like to know that at all times while on the shuttle?,"Have you ever tried using the shuttle service, but while doing so had trouble figuring out which is the best route to take? would you like a better way to find a way to find the best route, so that you could be confident with the results you find?",Have you ever been on the 28x bus but constantly carried the luggage with you? wouldn't you like your long journey to the airport to be much more comfortable?,,
sectionbteam4.csv/2_1,Riders need a reliable centralized channel with all shuttle information,sectionbteam4/image6.jpeg,3,Have you ever tried to find out which stop you are approaching during the ride? Would you like to know that at all times while on the shuttle?,"Have you ever tried using the shuttle service, but while doing so had trouble figuring out which is the best route to take? would you like a better way to find a way to find the best route, so that you could be confident with the results you find?",Have you ever missed a shuttle because you couldn't find all the information you needed from one resource?,Have you ever waited at a shuttle stop longer than it would take you to walk?,,
sectionbteam4.csv/1_3,Riders want to know which stop they are approaching while on the shuttle in order to get off successfully at their destinations.,sectionbteam4/image5.jpeg,3,Have you ever wanted a more personal relationship with the driver?,Have you ever experienced feeling your waiting experience meaningless?,Have you ever experienced difficulties in checking location with your phone during the ride?,Have you ever gone to the airport in the dark? dd you take steps to ensure your safety?,,
sectionbteam4.csv/1_2,Riders want to know which stop they are approaching while on the shuttle in order to get off successfully at their destinations.,sectionbteam4/image4.jpeg,2,Have you ever realized last minute that you're running late? how did you take steps to make sure you made your flight on time?,"Have you ever missed your stop because you fell asleep during the ride? in that case, would you like to be woken up when you approach your destination?",Have you ever been on the 28x bus but constantly carried the luggage with you? wouldn't you like your long journey to the airport to be much more comfortable?,Have you ever gone to the airport in the dark? dd you take steps to ensure your safety?,,
sectionbteam4.csv/1_1,Riders want to know which stop they are approaching while on the shuttle in order to get off successfully at their destinations.,sectionbteam4/image3.jpeg,2,Have you ever felt like you never really had the opportunity to learn about the transportation options?,Have you ever tried to find out which stop you are approaching during the ride? Would you like to know that at all times while on the shuttle?,"Have you ever tried using the shuttle service, but while doing so had trouble figuring out which is the best route to take? would you like a better way to find a way to find the best route, so that you could be confident with the results you find?",Have you ever been on the 28x bus but constantly carried the luggage with you? wouldn't you like your long journey to the airport to be much more comfortable?,,
sectionateam4.csv/1_2,A need to accurately measure the level of danger in a given area at a given time and to inform students of that,sectionateam4/image2.jpg,3,Have you ever been on the 28x bus but constantly carried the luggage with you? wouldn't you like your long journey to the airport to be much more comfortable?,Have you ever tried to find out which stop you are approaching during the ride? Would you like to know that at all times while on the shuttle?,Would you feel more safe going home if you could know exactly what was going on on the route you usually take home?,Have you ever realized last minute that you're running late? how did you take steps to make sure you made your flight on time?,maybe,
sectionateam4.csv/3_2,To know who's walking on the streets ahead of you,sectionateam4/image22.jpg,4,Have you ever been on the 28x bus but constantly carried the luggage with you? wouldn't you like your long journey to the airport to be much more comfortable?,Have you ever realized last minute that you're running late? how did you take steps to make sure you made your flight on time?,Have you ever search for a shuttle route and stop near your home? would you ever want to just search your destination and get the results?,do you want to avoid suspicious individuals on your walk home?,maybe,
sectionateam4.csv/3_1,To know who's walking on the streets ahead of you,sectionateam4/image21.jpg,1,do you want to avoid suspicious individuals on your walk home?,Have you ever realized last minute that you're running late? how did you take steps to make sure you made your flight on time?,Have you ever search for a shuttle route and stop near your home? would you ever want to just search your destination and get the results?,Have you ever been on the 28x bus but constantly carried the luggage with you? wouldn't you like your long journey to the airport to be much more comfortable?,maybe,
sectionateam4.csv/2_1,For company on walk home to increase feeling of safety,sectionateam4/image18.jpeg,3,"When using ridesharing services, have you ever have difficulty in locating the right pickup location to meet the driver? How do you value safety in selecting pickup location for ridesharing services on campus?",Would you feel more safe going home if you knew you there were limited dangers and low risks?,Would you feel comfortable sharing location with friends if it were for safety measures?,Have you ever been on the 28x bus but constantly carried the luggage with you? wouldn't you like your long journey to the airport to be much more comfortable?,no,
sectionateam4.csv/1_1,A need to accurately measure the level of danger in a given area at a given time and to inform students of that,sectionateam4/image1.jpg,1,Would you feel more safe going home if you knew you there were limited dangers and low risks?,Would you feel comfortable sharing location with friends if it were for safety measures?,Do you experience frustration when you input information into transportation options each time you use them?,Have you ever realized last minute that you're running late? how did you take steps to make sure you made your flight on time?,no,
sectionateam4.csv/2_2,For company on walk home to increase feeling of safety,sectionateam4/image19.jpeg,3,"When using ridesharing services, have you ever have difficulty in locating the right pickup location to meet the driver? How do you value safety in selecting pickup location for ridesharing services on campus?",Have you ever tried to find out which stop you are approaching during the ride? Would you like to know that at all times while on the shuttle?,Would you feel comfortable sharing location with all cmu students if it were for safety measures?,Would you feel more safe going home if you knew you there were limited dangers and low risks?,no,
sectionateam2.csv/Supawat's storyboard_3,Meaningful waiting experience,sectionateam2/image13.jpeg,3,Have you ever search for a shuttle route and stop near your home? would you ever want to just search your destination and get the results?,Have you ever realized last minute that you're running late? how did you take steps to make sure you made your flight on time?,Have you ever experienced feeling your waiting experience meaningless?,Have you ever had uncomfortable experience waiting for transportation?,maybe,
sectionateam2.csv/Supawat's storyboard_1,Meaningful waiting experience,sectionateam2/image11.jpeg,4,Have you ever had uncomfortable experience waiting for transportation?,Have you ever search for a shuttle route and stop near your home? would you ever want to just search your destination and get the results?,Have you ever realized last minute that you're running late? how did you take steps to make sure you made your flight on time?,Have you ever experienced feeling your waiting experience meaningless?,maybe,
sectionateam2.csv/Crystal's storyboard_2,More comfortable transportation experience,sectionateam2/image9.jpeg,2,Have you ever experienced feeling your waiting experience meaningless?,Have you ever had uncomfortable experience waiting for transportation?,Have you ever felt like you never really had the opportunity to learn about the transportation options?,Have you ever had to check your phone constantly for bus arrival time?,maybe,
sectionateam2.csv/Crystal's storyboard_1,More comfortable transportation experience,sectionateam2/image8.jpeg,1,Have you ever had uncomfortable experience waiting for transportation?,Have you ever felt like you never really had the opportunity to learn about the transportation options?,Have you ever had to check your phone constantly for bus arrival time?,Have you ever experienced feeling your waiting experience meaningless?,maybe,
sectionateam2.csv/Cathy's storyboard_3,More accessible transportation info,sectionateam2/image7.jpeg,1,Have you ever had to check your phone constantly for bus arrival time?,Have you ever been on the 28x bus but constantly carried the luggage with you? wouldn't you like your long journey to the airport to be much more comfortable?,Have you ever had uncomfortable experience waiting for transportation?,Have you ever search for a shuttle route and stop near your home? would you ever want to just search your destination and get the results?,maybe,
sectionateam2.csv/Cathy's storyboard_2,More accessible transportation info,sectionateam2/image6.jpeg,4,Have you ever had uncomfortable experience waiting for transportation?,Have you ever been on the 28x bus but constantly carried the luggage with you? wouldn't you like your long journey to the airport to be much more comfortable?,Have you ever search for a shuttle route and stop near your home? would you ever want to just search your destination and get the results?,Have you ever had to check your phone constantly for bus arrival time?,maybe,
